2025-08-19 15:17:25,547 - INFO - Scraping npc -> https://nigeriapropertycentre.com/
2025-08-19 15:20:42,921 - INFO - Exported 0 listings for npc
2025-08-19 15:20:42,934 - INFO - Scraping propertypro -> https://propertypro.ng/
2025-08-19 15:23:10,538 - INFO - Exported 0 listings for propertypro
2025-08-19 15:23:10,539 - INFO - Scraping privateproperty -> https://www.privateproperty.com.ng/
2025-08-19 15:23:23,918 - INFO - Exported 0 listings for privateproperty
2025-08-19 15:23:23,918 - INFO - Scraping property24 -> https://www.property24.com.ng/
2025-08-19 15:23:33,958 - INFO - Exported 0 listings for property24
2025-08-19 15:23:33,959 - INFO - Scraping hutbay -> https://www.hutbay.com/
2025-08-19 15:25:40,976 - INFO - Exported 0 listings for hutbay
2025-08-19 15:25:40,976 - INFO - Scraping lamudi -> https://www.lamudi.com.ng/
2025-08-19 15:25:55,934 - INFO - Exported 0 listings for lamudi
2025-08-19 15:25:55,935 - INFO - Scraping jiji -> https://jiji.ng/real-estate
2025-08-19 15:27:26,747 - INFO - Exported 0 listings for jiji
2025-08-19 15:27:26,748 - INFO - Scraping vconnect -> https://www.vconnect.com/
2025-08-19 15:28:10,528 - INFO - Exported 0 listings for vconnect
2025-08-19 15:28:10,528 - INFO - Scraping nigerianpropertymarket -> https://nigerianpropertymarket.com/
2025-08-19 15:28:25,409 - INFO - Exported 0 listings for nigerianpropertymarket
2025-08-19 15:28:25,410 - INFO - Scraping propertylisthub -> https://propertylisthub.com/
2025-08-19 15:28:36,920 - INFO - Exported 0 listings for propertylisthub
2025-08-19 15:28:36,920 - INFO - Scraping quicktellerhomes -> https://homes.quickteller.com/
2025-08-19 15:28:38,990 - INFO - Exported 0 listings for quicktellerhomes
2025-08-19 15:28:38,990 - INFO - Scraping naijahouses -> https://www.naijahouses.com/
2025-08-19 15:28:41,512 - INFO - Exported 0 listings for naijahouses
2025-08-19 15:28:41,512 - INFO - Scraping oparahrealty -> https://oparahrealty.com/
2025-08-19 15:28:59,229 - INFO - Exported 0 listings for oparahrealty
2025-08-19 15:28:59,230 - INFO - Scraping lodges -> https://www.lodges.ng/
2025-08-19 15:29:04,779 - INFO - Exported 0 listings for lodges
