title,price,price_per_sqm,price_per_bedroom,location,estate_name,property_type,bedrooms,bathrooms,toilets,bq,land_size,title_tag,description,promo_tags,initial_deposit,payment_plan,service_charge,launch_timeline,agent_name,contact_info,images,listing_url,source,scrape_timestamp,coordinates,hash
Home Services About Us Properties Insights & News Podcast Contact Us Home Services About Us Properties Insights & News Podcast Contact Us The real estate compan,,,,Lagos,,,,,,0,,,"Home Services About Us Properties Insights & News Podcast Contact Us Home Services About Us Properties Insights & News Podcast Contact Us The real estate company you trust Discover why more and more clients are 
turning to us for their property solutions See all services About Us With over 30 years attributable to the knowledge base, experience and work ethics of our dedicated and qualified personnel. Ubosi Eleh + Co is a firm of Estate Surveyors & Valuers registered in Nigeria in accordance with the rules and regulations of the Nigerian Institution of Estate Surveyors and Valuers (NIESV), and the Estate Surveyors and Valuers Registration Board of Nigeria (ESVARBON). Learn more about us Unique expertise 
and offerings Our services are need-structured and targeted in a way that provides immense benefits to you. See all services Asset Valuation
& Advisory Our real estate Advisory and Survey services help will you maximise the value of your real estate holdings, whilst making important bu",30 years,,,,,,,,https://ubosieleh.com/,ubosieleh.com,2025-08-21 17:57:47,"6.4550575,3.3941795",fae0393adc464a90686bb01b8c8225be1f4b62a686922797b0b4510c1da1bc24
CURRENT COST OF BUILDING MATERIALS – LAGOS STATE – 2024,,,,Lagos,,,,,,0,,,CURRENT COST OF BUILDING MATERIALS – LAGOS STATE – 2024,,,,,,,,,https://ubosieleh.com/current-cost-of-building-materials-lagos-state-2024/,ubosieleh.com,2025-08-21 17:57:47,"6.4550575,3.3941795",0078f232cda0c26dfd1cf2344948c7446b3c2051798498f14d377283d01d2f80
Lagos Properties,,,,Lagos,,,,,,0,,,Lagos Properties,,,,,,,,,https://ubosieleh.com/properties/?widget_id=3&kind=0&sf_advancedlocationtextsearch=Lagos%20State&sf_advancedlocationcolumn=location2_name&sf_select_listing=9,ubosieleh.com,2025-08-21 17:57:47,"6.4550575,3.3941795",7b0e4504a681c71c3924b3da62e47fb3b12a194bf5e93f5630e207f04149c2b2
