title,price,price_per_sqm,price_per_bedroom,location,estate_name,property_type,bedrooms,bathrooms,toilets,bq,land_size,title_tag,description,promo_tags,initial_deposit,payment_plan,service_charge,launch_timeline,agent_name,contact_info,images,listing_url,source,scrape_timestamp,coordinates,hash
"8+ years on JIJI ₦ 25,000,000 2bdrm Block of Flats in Minna for sale 2 units of two bedroom flat for sale in Mandela area close to the major road 500 sqm 2 bedr",250000002000000000,500000004000000,125000001000000000,Lagos,,,2,,,0,500 sqm,,"Property in Nigeria 8+ years on JIJI ₦ 25,000,000 2bdrm Block of Flats in Minna for sale 2 units of two bedroom flat for sale in Mandela area close to the major road 500 sqm 2 bedrooms 5+ years on JIJI ₦ 40,000,000 3bdrm Block of Flats in Shokins Concept, Obafemi-Owode for sale 10Mins drive from Lagos ibadan expressway 2,mins trek from Mowe Ofada Road 2500 sqm 3 bedrooms 8+ years on JIJI ₦ 157,000,000 Outright Price 5 Plos of Land Five (5) plot of land in Abuja, suitable for commencial Use, like hotel, school and mansion. 3+ years on JIJI ₦ 1,500,000 per annum 3bdrm Duplex in Mutual Garden Estate, Ajah for rent Very clean and new 3 bedroom duplex for rent at Awoyaya pay and pack in 3+ years on JIJI ₦ 20,000 per week Girls Hostel Room in an Hotel 2 rooms in an hotel is available for girls only
Agent fee 5k
Caution fee 10k (refundable when moving... 8+ years on JIJI ₦ 25,000,000 Outright Price Discounted 2 Acres For Sales At Akoda-ede, Osun State Discounted 2 acres for sales @ akoda-ede,",,,,,,,,,https://jiji.ng/minna/houses-apartments-for-sale/2bdrm-block-of-flats-in-minna-for-sale-hiPz70Xm61MwA16cA5MC2jMS.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",1510f9a99c17b48e8f15a8c9d3fa2606d4794105177775c568e3ccaea169dcb0
"8+ years on JIJI ₦ 25,000,000 2bdrm Block of Flats in Minna for sale 2 units of two bedroom flat for sale in Mandela area close to the major road 500 sqm 2 bedr",250000002000000000,500000004000000,125000001000000000,Lagos,,,2,,,0,500 sqm,,"8+ years on JIJI ₦ 25,000,000 2bdrm Block of Flats in Minna for sale 2 units of two bedroom flat for sale in Mandela area close to the major road 500 sqm 2 bedrooms 5+ years on JIJI ₦ 40,000,000 3bdrm Block of Flats in Shokins Concept, Obafemi-Owode for sale 10Mins drive from Lagos ibadan expressway 2,mins trek from Mowe Ofada Road 2500 sqm 3 bedrooms 8+ years on JIJI ₦ 157,000,000 Outright Price 5 Plos of Land Five (5) plot of land in Abuja, suitable for commencial Use, like hotel, school and mansion. 3+ years on JIJI ₦ 1,500,000 per annum 3bdrm Duplex in Mutual Garden Estate, Ajah for rent Very clean and new 3 bedroom duplex for rent at Awoyaya pay and pack in 3+ years on JIJI ₦ 20,000 per week Girls Hostel Room in an Hotel 2 rooms in an hotel is available for girls only
Agent fee 5k
Caution fee 10k (refundable when moving... 8+ years on JIJI ₦ 25,000,000 Outright Price Discounted 2 Acres For Sales At Akoda-ede, Osun State Discounted 2 acres for sales @ akoda-ede, osun state, selling",,,,,,,,,https://jiji.ng/minna/houses-apartments-for-sale/2bdrm-block-of-flats-in-minna-for-sale-hiPz70Xm61MwA16cA5MC2jMS.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",1510f9a99c17b48e8f15a8c9d3fa2606d4794105177775c568e3ccaea169dcb0
"5+ years on JIJI ₦ 150,000,000 Furnished 3bdrm Duplex in Scheme Two, Abraham Adesanya Estate for sale *Sales Alert! *
*Fully furnished 3bedroom
 duplex*
*Locati",1500000003000000000,2500000005000000,500000001000000000,Lagos,,,3,,,0,600 sqm,,"5+ years on JIJI ₦ 150,000,000 Furnished 3bdrm Duplex in Scheme Two, Abraham Adesanya Estate for sale *Sales Alert! *
*Fully furnished 3bedroom
 duplex*
*Location:* *lekki scheme 2,*... 600 sqm 3 bedrooms 3+ years on JIJI ₦ 270,000,000 5bdrm Duplex in Tulip Estate Chevron, Ajah for sale 4 bedrooms duplex fully detached with side maiden guest room and security house @ Tulip Estate... 60 sqm 5 bedrooms 5+ years on JIJI ₦ 1,300,000 per Sqm Half Plot of Land An half plot of land with foundation three bedroom on it for sale at a very affordable price. 3+ years on JIJI ₦ 15,000 per week Girls House Serviced Apartment Girls hostel shared apartment 
4 girls in a room 15k each weekly 
3 girls in a room 20k each weekly... ₦ 80,000,000 Outright Price Lands For Sale -milton Estate, Awoyaya 1.)milton estate, awoyaya ,        (lekki-akah)
      500sqm- 
      300sqm- 
      250sqm 
 2.)edge... 5+ years on JIJI ₦ 150,000,000 2bdrm Apartment in Ikate for sale This property located at ikate lekki lagos",,,,,,,,,https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-sale/furnished-3bdrm-duplex-in-scheme-two-abraham-adesanya-estate-for-sale-946QAjuNlR0pqcdfWzpskhCA.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",709a6af498771a873bc89e190409785482e3a76b16dbc9d47a1681ea6a837659
"5+ years on JIJI ₦ 150,000,000 Furnished 3bdrm Duplex in Scheme Two, Abraham Adesanya Estate for sale *Sales Alert! *
*Fully furnished 3bedroom
 duplex*
*Locati",1500000003000000000,2500000005000000,500000001000000000,Lagos,,,3,,,0,600 sqm,,"5+ years on JIJI ₦ 150,000,000 Furnished 3bdrm Duplex in Scheme Two, Abraham Adesanya Estate for sale *Sales Alert! *
*Fully furnished 3bedroom
 duplex*
*Location:* *lekki scheme 2,*... 600 sqm 3 bedrooms 3+ years on JIJI ₦ 270,000,000 5bdrm Duplex in Tulip Estate Chevron, Ajah for sale 4 bedrooms duplex fully detached with side maiden guest room and security house @ Tulip Estate... 60 sqm 5 bedrooms 5+ years on JIJI ₦ 1,300,000 per Sqm Half Plot of Land An half plot of land with foundation three bedroom on it for sale at a very affordable price. 3+ years on JIJI ₦ 15,000 per week Girls House Serviced Apartment Girls hostel shared apartment 
4 girls in a room 15k each weekly 
3 girls in a room 20k each weekly... ₦ 80,000,000 Outright Price Lands For Sale -milton Estate, Awoyaya 1.)milton estate, awoyaya ,        (lekki-akah)
      500sqm- 
      300sqm- 
      250sqm 
 2.)edge... 5+ years on JIJI ₦ 150,000,000 2bdrm Apartment in Ikate for sale This property located at ikate lekki lagos",,,,,,,,,https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-sale/furnished-3bdrm-duplex-in-scheme-two-abraham-adesanya-estate-for-sale-946QAjuNlR0pqcdfWzpskhCA.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",709a6af498771a873bc89e190409785482e3a76b16dbc9d47a1681ea6a837659
"₦ 5,500,000 Outright Price !!Land for Sale!!50ft by 100ft at Uholor !!DISTRESS SALE!!
50ft by 100ft at Uholor upper ekenwanroad",5500000,3666,1100000,Lagos,,,5,,,1,1500 sqm,Governor Consent,"₦ 5,500,000 Outright Price !!Land for Sale!!50ft by 100ft at Uholor !!DISTRESS SALE!!
50ft by 100ft at Uholor upper ekenwanroad 5+ years on JIJI ₦ 350,000,000 5bdrm Duplex in Jahi for sale Brand new standard 5 Bedroom fully detach duplex with bq fully furnished interior is available for... 1500 sqm 5 bedrooms 5+ years on JIJI ₦ 700,000,000 Governor Consent Werehouse This werehouse is available for sale at ibeju lekk epe express way is 2000sqm lands facing the... 2000 sqm 8+ years on JIJI ₦ 4,000,000 per annum 2bdrm Apartment in Thomas Estate, Ajah for rent 19/10/25
2 bedroom flat in Thomas estate rent 4m agency 10 agreement 10 caution 10 service charge... ₦ 42,000,000 3 Bedroom Penthouse in Leisure Court, Sabon Lugbe for Sale 3 bedroom fully detached  penthouse detached BQ 5+ years on JIJI ₦ 250,000 per annum Furnished 1bdrm Bungalow in Alaapa, Abeokuta North for rent A Nice roomself Contain is available to let at Alaapa Estate.
Fully tiled
Water running... 3+ years on JIJI ₦ 1,500,000",,,,,,,,,https://jiji.ng/oredo/land-and-plots-for-sale/land-for-sale-50ft-by-100ft-at-uholor-1b2QUjXt0jSZHOCg9dHJDX40.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",b418d173d48411633bdf05cd25a0a1fe2d39580dc16a1e714f5639ab17384c33
"₦ 5,500,000 Outright Price !!Land for Sale!!50ft by 100ft at Uholor !!DISTRESS SALE!!
50ft by 100ft at Uholor upper ekenwanroad",5500000,3666,1100000,Lagos,,,5,,,1,1500 sqm,Governor Consent,"₦ 5,500,000 Outright Price !!Land for Sale!!50ft by 100ft at Uholor !!DISTRESS SALE!!
50ft by 100ft at Uholor upper ekenwanroad 5+ years on JIJI ₦ 350,000,000 5bdrm Duplex in Jahi for sale Brand new standard 5 Bedroom fully detach duplex with bq fully furnished interior is available for... 1500 sqm 5 bedrooms 5+ years on JIJI ₦ 700,000,000 Governor Consent Werehouse This werehouse is available for sale at ibeju lekk epe express way is 2000sqm lands facing the... 2000 sqm 8+ years on JIJI ₦ 4,000,000 per annum 2bdrm Apartment in Thomas Estate, Ajah for rent 19/10/25
2 bedroom flat in Thomas estate rent 4m agency 10 agreement 10 caution 10 service charge... ₦ 42,000,000 3 Bedroom Penthouse in Leisure Court, Sabon Lugbe for Sale 3 bedroom fully detached  penthouse detached BQ 5+ years on JIJI ₦ 250,000 per annum Furnished 1bdrm Bungalow in Alaapa, Abeokuta North for rent A Nice roomself Contain is available to let at Alaapa Estate.
Fully tiled
Water running... 3+ years on JIJI ₦ 1,500,000",,,,,,,,,https://jiji.ng/oredo/land-and-plots-for-sale/land-for-sale-50ft-by-100ft-at-uholor-1b2QUjXt0jSZHOCg9dHJDX40.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",b418d173d48411633bdf05cd25a0a1fe2d39580dc16a1e714f5639ab17384c33
"3+ years on JIJI ₦ 600,000 per annum Studio Apartment in Opposite Efab Annex, Life Camp for rent Standalone self-contained with gate, stable water, and electric",600000000000,,300000000000,Lekki,,,2,,,0,,,"3+ years on JIJI ₦ 600,000 per annum Studio Apartment in Opposite Efab Annex, Life Camp for rent Standalone self-contained with gate, stable water, and electricity. POP all through with a small... ₦ 8,800,000 per annum 2bdrm Block of Flats in Kaduna / Kaduna State for rent Brand New-Newly Built-Brand Two:2 Bedroom Apartment in Unguwan Rimi/Malali/Barnawa/Maigero For... ₦ 1,300,000 per annum 3bdrm Bungalow in Warri for rent Standard 3bedroom flat well fence and gated, Serena environment.at osubi.wit water heater and... ₦ 600,000 per annum 1bdrm Bungalow in Warri for rent Standard self contain with all round pop fence and gated.located in osubi ₦ 900,000 per annum 1bdrm Bungalow in Warri for rent Brand new self contain wit all round pop well tiles fence qnd gated.spacious apartment loacted at... ₦ 9,000,000 Outright Price A Plot of Land  by 100 at Ejeba Plot of land in a good locations.at ejeba warri... solid land ₦ 40,000,000 Outright Price 4 Plots of Lands.Good for Hotel or Residential",,,,,,,,,https://jiji.ng/life-camp/houses-apartments-for-rent/studio-apartment-in-opposite-efab-annex-life-camp-for-rent-yOW5NWN5byJZ9IcfCW6mCasN.html,jiji.ng,2025-10-19 15:32:46,"6.4711251,3.8147504",a7ece6c106740282ed4eead19aa3dc8c2bb17dbd2d13a511586a71fad00888e3
"3+ years on JIJI ₦ 600,000 per annum Studio Apartment in Opposite Efab Annex, Life Camp for rent Standalone self-contained with gate, stable water, and electric",600000000000,,300000000000,Lekki,,,2,,,0,,,"3+ years on JIJI ₦ 600,000 per annum Studio Apartment in Opposite Efab Annex, Life Camp for rent Standalone self-contained with gate, stable water, and electricity. POP all through with a small... ₦ 8,800,000 per annum 2bdrm Block of Flats in Kaduna / Kaduna State for rent Brand New-Newly Built-Brand Two:2 Bedroom Apartment in Unguwan Rimi/Malali/Barnawa/Maigero For... ₦ 1,300,000 per annum 3bdrm Bungalow in Warri for rent Standard 3bedroom flat well fence and gated, Serena environment.at osubi.wit water heater and... ₦ 600,000 per annum 1bdrm Bungalow in Warri for rent Standard self contain with all round pop fence and gated.located in osubi ₦ 900,000 per annum 1bdrm Bungalow in Warri for rent Brand new self contain wit all round pop well tiles fence qnd gated.spacious apartment loacted at... ₦ 9,000,000 Outright Price A Plot of Land  by 100 at Ejeba Plot of land in a good locations.at ejeba warri... solid land ₦ 40,000,000 Outright Price 4 Plots of Lands.Good for Hotel or Residential",,,,,,,,,https://jiji.ng/life-camp/houses-apartments-for-rent/studio-apartment-in-opposite-efab-annex-life-camp-for-rent-yOW5NWN5byJZ9IcfCW6mCasN.html,jiji.ng,2025-10-19 15:32:46,"6.4711251,3.8147504",a7ece6c106740282ed4eead19aa3dc8c2bb17dbd2d13a511586a71fad00888e3
"₦ 1,200,000 per annum Furnished 2bdrm Block of Flats in Warri for rent Blast blast renovated 2bedroom flat.all round pop well tiles.standard.with AC inside the.",1200000000000,1714285714,600000000000,Lagos,,,2,,,0,700 sqm,,"₦ 1,200,000 per annum Furnished 2bdrm Block of Flats in Warri for rent Blast blast renovated 2bedroom flat.all round pop well tiles.standard.with AC inside the... ₦ 1,000,000 per annum 1bdrm Bungalow in Warri for rent Blast blast standard pop self contain.all round pol.well tiles . stampede floor... fence qnd... ₦ 80,000,000 7bdrm Bungalow in Warri for sale A brand new bungalow... comprises of 3bedroom flat and a 2bedroom flat and a self contained... well... 700 sqm 7 bedrooms ₦ 1,200,000 per annum 1bdrm Bungalow in Warri for rent Blast blastbrand new screeded self contained... well furnished.all round pop... include expeller in... 8+ years on JIJI ₦ 40,000 per day Serviced Apartment(Fh) Why stress when you can live smart? Get your own spacious room in a semi-detached apartment and... 3+ years on JIJI ₦ 6,000,000 per Plot For Sale; Half Plot of Land in Isuti Egan Igando 30 by 120 plot of land fenced with gate in isuti,egan igando.Build and pack in 5+ years on JIJI ₦ 70,000,000 3bdrm Bl",,,,,,,,,https://jiji.ng/warri-south/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-warri-for-rent-cUAqgoDU3ZapzxrYZIzwHg3G.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",ffadc6feb76ac6685ac3e5c44075fc0f6be98d22d2105a16f88a918bf4924a70
"₦ 1,200,000 per annum Furnished 2bdrm Block of Flats in Warri for rent Blast blast renovated 2bedroom flat.all round pop well tiles.standard.with AC inside the.",1200000000000,1714285714,600000000000,Lagos,,,2,,,0,700 sqm,,"₦ 1,200,000 per annum Furnished 2bdrm Block of Flats in Warri for rent Blast blast renovated 2bedroom flat.all round pop well tiles.standard.with AC inside the... ₦ 1,000,000 per annum 1bdrm Bungalow in Warri for rent Blast blast standard pop self contain.all round pol.well tiles . stampede floor... fence qnd... ₦ 80,000,000 7bdrm Bungalow in Warri for sale A brand new bungalow... comprises of 3bedroom flat and a 2bedroom flat and a self contained... well... 700 sqm 7 bedrooms ₦ 1,200,000 per annum 1bdrm Bungalow in Warri for rent Blast blastbrand new screeded self contained... well furnished.all round pop... include expeller in... 8+ years on JIJI ₦ 40,000 per day Serviced Apartment(Fh) Why stress when you can live smart? Get your own spacious room in a semi-detached apartment and... 3+ years on JIJI ₦ 6,000,000 per Plot For Sale; Half Plot of Land in Isuti Egan Igando 30 by 120 plot of land fenced with gate in isuti,egan igando.Build and pack in 5+ years on JIJI ₦ 70,000,000 3bdrm Bl",,,,,,,,,https://jiji.ng/warri-south/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-warri-for-rent-cUAqgoDU3ZapzxrYZIzwHg3G.html,jiji.ng,2025-10-19 15:32:46,"6.4550575,3.3941795",ffadc6feb76ac6685ac3e5c44075fc0f6be98d22d2105a16f88a918bf4924a70
